gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,COUNTY,GSECTOR,GGROUP,GIND,GSUBIND
003705,DSC COMMUNICATIONS CORP,DIGI.1,3661,P,01,LU,30067,1310,1982-01-29,1998-09-30,,45,4520,452010,45201020
003705,DSC COMMUNICATIONS CORP,DIGI.1,3661,C,00X,LC,30067,1310,1982-01-01,1982-01-28,,45,4520,452010,45201020
003706,DSI CORP,DSIC.,7389,P,01,LU,28258,1396,1978-10-20,1982-06-09,Davidson,,,,
003707,DST SYSTEMS INC,DST,7374,C,01,LC,28266,5857,1983-03-16,1990-07-23,,45,4510,451020,45102020
003707,DST SYSTEMS INC,DST,7374,C,01,LC,83186,31782,1995-11-01,2018-04-30,,45,4510,451020,45102020
003708,WENDY'S CO,WEN,5812,P,03,LC,89818,20550,2003-09-02,2008-09-29,,25,2530,253010,25301040
003708,WENDY'S CO,WEN,5812,P,03,LC,19828,20550,2008-09-30,E,,25,2530,253010,25301040
003708,WENDY'S CO,WEN,5812,J,01,LC,19828,20550,2003-09-01,2008-09-29,,25,2530,253010,25301040
003708,WENDY'S CO,WEN,5812,P,01,LC,19828,20550,1962-01-31,1967-11-05,,25,2530,253010,25301040
003708,WENDY'S CO,WEN,5812,C,00X,LC,19828,20550,1950-01-01,1962-01-30,,25,2530,253010,25301040
003708,WENDY'S CO,WEN,5812,P,01,LC,19828,20550,1976-06-17,2003-08-31,,25,2530,253010,25301040
003709,DWI CORP,DWIC,8711,C,01,LU,28274,6621,1983-11-25,1988-11-30,,20,2010,201030,20103010
003711,SENSYTECH INC,STST.,3812,C,01,LC,76485,10596,1990-05-14,1991-08-22,,45,4520,452030,45203010
003711,SENSYTECH INC,STST.,3812,C,01,LC,86786,16437,1999-03-15,2004-09-29,,45,4520,452030,45203010
003712,DAHLBERG INC,DAHL,3842,P,01,LU,28282,1294,1981-01-30,1993-07-30,,35,3510,351010,35101010
003713,DAIRY MART CONVENIENCE STRS,3DMCSQ,5412,J,02,LC,87151,6207,1985-11-05,1986-12-31,,30,3010,301010,30101030
003713,DAIRY MART CONVENIENCE STRS,3DMCSQ,5412,C,02,LC,87151,6207,1987-01-01,2001-09-21,,30,3010,301010,30101030
003713,DAIRY MART CONVENIENCE STRS,3DMCSQ,5412,J,01,LC,28311,6207,1987-01-01,2000-02-08,,30,3010,301010,30101030
003713,DAIRY MART CONVENIENCE STRS,3DMCSQ,5412,P,01,LC,28311,6207,1983-07-22,1986-12-31,,30,3010,301010,30101030
003714,DAIRY QUEEN STORES INC,DQEN,5812,P,01,LU,28330,1372,1972-12-22,1979-01-31,,,,,
003715,DAIG CORP,DAIG,3841,C,01,LU,28338,1238,1980-01-29,1996-06-28,,35,3510,351010,35101010
003716,DAISY SYSTEMS CORP,DAZXC,7373,P,01,LU,28346,6034,1983-06-01,1990-07-31,Santa Clara,45,4510,451030,45103020
003718,DAKOTA MINERALS INC,DKMNQ,1311,C,01,LU,28354,1327,1980-07-18,1985-10-02,Natrona,10,1010,101020,10102020
003719,DAKOTA RESOURCES INC,DKTA,1311,C,00X,LU,28362,1329,1981-01-01,1981-01-29,Denver,,,,
003719,DAKOTA RESOURCES INC,DKTA,1311,P,01,LU,28362,1329,1981-01-30,1983-09-30,Denver,,,,
003720,DALCO PETROLEUM CORP,DALCQ,5171,P,01,LU,28389,1240,1979-01-31,1983-10-31,,,,,
003721,DALE ELECTRONICS INC,DLE,3670,P,01,LU,63538,5154,1981-10-29,1985-10-31,,,,,
003724,DALLAS CORP,6379C,3442,P,01,LU,40897,24494,1964-07-22,1990-01-09,,20,2010,201020,20102010
003725,DALLAS OIL & MINERALS INC,DOIL.1,1311,P,01,LC,28426,1353,1981-02-10,1990-12-18,,10,1010,101020,10102020
003728,DALTON COMMUNICATIONS INC,3DALT,7331,P,01,LC,87186,7548,1985-05-16,1988-11-15,New York,25,2540,254010,25401010
003729,DAMON BIOTECH INC,DBIO,2836,P,01,LU,28434,6039,1983-06-03,1990-03-30,,35,3520,352010,35201010
003730,DAMON CORP,DCL.1,8071,C,01,LC,76808,24966,1991-08-29,1993-08-03,,35,3510,351020,35102020
003730,DAMON CORP,DCL.1,8071,C,01,LC,47829,24966,1969-02-26,1989-05-30,,35,3510,351020,35102020
003732,DAMSON OIL,3DMSOF,1311,C,01,LU,57701,1242,1972-12-14,1988-12-06,New York,10,1010,101020,10102020
003733,DAN RIVER INC  -OLD,DML.1,2200,P,01,LU,25689,23352,1962-01-31,1983-05-31,Danville (Ind. City),,,,
003734,DANA INC,DAN,3714,C,00X,LC,11607,20556,1949-09-01,1962-01-30,,25,2510,251010,25101010
003734,DANA INC,DAN,3714,P,02,LC,92570,52956,2008-02-01,E,,25,2510,251010,25101010
003734,DANA INC,DAN,3714,P,01,LC,11607,20556,1962-01-31,2006-03-03,,25,2510,251010,25101010
003735,DANAHER CORP,DHR,3826,P,01,LC,49680,20557,1970-01-30,E,,35,3520,352030,35203010
003735,DANAHER CORP,DHR,3826,C,00X,LC,49680,20557,1970-01-01,1970-01-29,,35,3520,352030,35203010
003736,DANIEL INDUSTRIES,DAN.2,3823,P,01,LU,49285,20558,1969-09-24,1999-06-30,,20,2010,201060,20106020
003737,DANIEL INTERNATIONAL CORP,DANC.1,1520,P,01,LC,28442,1243,1972-12-14,1977-06-30,,,,,
003738,DANKER LABS INC,4625B,3851,C,01,LU,28469,1244,1979-01-31,1986-03-05,Sarasota,35,3510,351010,35101020
003738,DANKER LABS INC,4625B,3851,C,00X,LU,28469,1244,1973-09-01,1979-01-30,Sarasota,35,3510,351010,35101020
003740,DANLY MACHINE CORP,DNLY,3540,P,01,LU,28477,1345,1972-12-14,1981-08-31,Cook,,,,
003741,DANNEMANN FABRICS INC,DANN.,5940,C,01,LU,28493,1245,1972-12-14,1977-06-30,,,,,
003742,DANNERS INC,DNNR,5331,P,01,LU,28506,1346,1972-12-14,1987-12-31,,25,2550,255030,25503020
003746,KRAFT GENERAL FOODS,MO3,2000,P,02,LC,61970,25685,1980-09-26,1988-12-07,,30,3020,302020,30202030
003746,KRAFT GENERAL FOODS,MO3,2000,P,02,LC,12730,22378,1962-01-31,1980-09-25,,30,3020,302020,30202030
003747,DART GROUP CORP  -CL A,DART,5411,P,01,LU,28522,1388,1972-12-14,1998-05-29,,30,3010,301010,30101030
003748,DART INDUSTRIES,D.2,3089,P,01,LU,19406,22918,1962-01-31,1980-09-30,,,,,
003748,DART INDUSTRIES,D.2,3089,C,00X,LU,19406,22918,1950-01-01,1962-01-30,,,,,
003749,DARYL INDUSTRIES INC,DYL.,3442,C,01,LU,31130,23754,1962-07-02,1973-03-13,,,,,
003750,DASA CORP,DSA.1,7320,C,00X,LU,28549,7710,1973-11-01,1981-01-29,Hartford,20,2020,202010,20201030
003750,DASA CORP,DSA.1,7320,C,01,LU,28549,7710,1981-01-30,1988-10-18,Hartford,20,2020,202010,20201030
003751,DASH INDUSTRIES INC,GPVI,5130,C,01,LU,28557,1250,1978-01-31,1992-08-26,,25,2550,255010,25501010
003751,DASH INDUSTRIES INC,GPVI,5130,C,00X,LU,28557,1250,1973-12-01,1978-01-30,,25,2550,255010,25501010
003752,DATA ACCESS SYSTEMS INC,DAC.2,3575,P,01,LU,60919,1236,1976-06-04,1982-04-30,Camden,,,,
003753,DATA ARCHITECTS INC,DAI.1,7371,P,01,LU,28565,1375,1981-05-20,1988-04-29,Middlesex,45,4510,451030,45103020
003755,DATA CARD CORP,DATC.,3579,P,01,LU,28573,1252,1972-12-14,1987-10-30,,45,4520,452040,45204010
003756,SMTEK INTERNATIONAL INC,SMTI.1,3672,C,01,LU,66472,1276,1972-12-14,2005-01-31,,45,4520,452030,45203020
003757,DATA DIMENSIONS INC  -OLD,2959B,7377,C,00X,LC,28600,1277,1974-01-01,1978-01-30,Los Angeles,,,,
003757,DATA DIMENSIONS INC  -OLD,2959B,7377,P,01,LC,28600,1277,1978-01-31,1982-06-07,Los Angeles,,,,
003758,DATA DOCUMENTS INC,DDI.,2761,P,01,LU,50067,25106,1970-02-12,1976-10-29,Douglas,,,,
003759,DATA DYNAMICS INC,DDYN,7371,P,01,LU,28602,1279,1980-07-08,1980-11-28,,,,,
003760,DATA GENERAL CORP,DGN.,3570,P,01,LU,57592,20559,1972-12-14,1999-10-29,,45,4520,452020,45202010
003761,DATA I/O CORP,DAIO,3825,P,01,LU,28629,1239,1981-05-05,E,,45,4520,452030,45203020
003762,UNITED SYSTEMS TECHNOLOGY,USTG,7372,C,01,LU,11011,8851,1987-01-13,1994-10-19,,45,4510,451030,45103010
003764,DATA 100 CORP,DATA.2,3575,P,01,LU,28653,23560,1972-12-14,1978-11-30,,,,,
003765,COSTAR CORP,CSTR.1,3089,P,01,LU,28661,1370,1979-01-31,1993-09-30,Middlesex,20,2010,201020,20102010
003765,COSTAR CORP,CSTR.1,3089,C,00X,LU,28661,1370,1973-12-01,1979-01-30,Middlesex,20,2010,201020,20102010
003768,DATA RESOURCES INC,DRIS,7374,P,01,LU,28688,1384,1976-11-09,1979-09-18,,,,,
003769,INRANGE TECHNOLOGIES CORP,INRG,3576,C,01,LC,88636,39168,2000-09-22,2003-05-05,,45,4520,452010,45201020
003769,INRANGE TECHNOLOGIES CORP,INRG,3576,C,01,LC,28696,5364,1982-04-27,1995-11-07,,45,4520,452010,45201020
003770,DATA SYSTEMS ANALYSTS INC,DSYS.,7372,P,01,LU,28709,1399,1978-01-31,1980-06-30,,,,,
003772,DATAFLEX CORP,DFLX,5045,P,01,LU,28717,5226,1981-12-10,1998-06-30,,25,2550,255010,25501010
003773,DATAKEY INC,DKEY,7373,P,01,LU,28725,6535,1983-10-28,2003-11-12,,45,4510,451030,45103010
003774,DATA TECHNOLOGY CORP,DTEC.,3570,P,01,LU,28733,1401,1972-12-14,1977-06-30,,,,,
003775,DATA TERMINAL SYSTEMS INC,DTS,3578,P,01,LU,59862,1412,1976-07-13,1983-05-31,Middlesex,,,,
003776,MEDIA 100 INC,MDEA,3577,C,01,LU,87207,7429,1985-02-14,2003-11-24,,45,4520,452020,45202020
003777,DATA TRENDS INC,DTRE.,8700,P,01,LU,28741,23570,1972-12-14,1973-03-30,,,,,
003778,DATACOPY CORP,DCPY,3577,P,01,LU,28760,6474,1983-10-06,1988-06-30,,45,4520,452020,45202020
003779,DATAMARINE INTL INC,DMAR.1,3663,C,01,LU,28784,1337,1981-07-14,1998-07-07,,45,4520,452010,45201020
003781,DATAMETRICS CORP,DMCP,3577,C,01,LU,10731,8628,1986-10-06,2000-06-17,,45,4520,452020,45202020
003781,DATAMETRICS CORP,DMCP,3577,C,00X,LU,10731,8628,1978-01-05,1978-01-30,,45,4520,452020,45202020
003781,DATAMETRICS CORP,DMCP,3577,C,01,LU,10731,8628,1978-01-31,1982-07-25,,45,4520,452020,45202020
003782,CATTLESALE CO,CTLE.,5961,P,01,LU,59707,1249,1972-12-14,1998-08-21,,25,2550,255020,25502020
003783,DATAPOWER INC,5745B,3679,C,01,LU,28813,5088,1981-10-23,1987-07-06,Orange,45,4520,452050,45205020
003784,DATAPRODUCTS CORP,DPC.1,3577,P,01,LU,47116,20560,1968-11-08,1990-05-31,,45,4520,452020,45202020
003785,DATARAM CORP - OLD,DRAM.1,3572,P,01,LC,63546,1409,1975-06-04,2017-05-30,,45,4520,452020,45202030
003786,DATASCOPE CORP,DSCP,3845,P,01,LC,28840,1393,1972-12-14,2009-01-30,,35,3510,351010,35101010
003787,DATASOUTH COMPUTER CORP,DSCC,3577,P,01,LU,28848,6322,1983-08-25,1994-11-30,Mecklenburg,45,4520,452020,45202020
003788,DATASPEED INC,DTSPC,3663,P,01,LU,28856,5304,1982-02-10,1985-07-31,,45,4520,452010,45201020
003789,DATATAB INC,DTAB10,7374,C,01,LU,28864,1400,1972-12-14,1992-11-05,,20,2020,202010,20201020
003790,DATATRAK INC,WGIH,3490,C,00X,LU,28872,6076,1983-06-17,1983-06-29,,15,1510,151030,15103010
003790,DATATRAK INC,WGIH,3490,C,01,LU,28872,6076,1983-06-30,1987-11-09,,15,1510,151030,15103010
003791,DATATRON INC,DTRN,5045,P,01,LU,28901,1410,1979-01-31,1985-01-31,Orange,,,,
003791,DATATRON INC,DTRN,5045,C,00X,LU,28901,1410,1974-07-01,1979-01-30,Orange,,,,
003792,DATAVISION INC,3DVISC,3669,C,01,LU,28928,1427,1981-02-05,1990-12-27,,45,4520,452010,45201020
003793,SCIENTIFIC TECHNOLOGIES INC,STIZ,3827,C,01,LU,11183,9030,1987-03-17,2006-09-29,,45,4520,452030,45203010
003794,DATRON CORP,DATR,5122,P,01,LU,28944,5592,1982-07-27,1987-12-31,Hennepin,25,2550,255010,25501010
003796,DATRON SYSTEMS INC/DE,DTSI.1,3663,P,01,LC,12005,7475,1985-03-26,2001-09-28,,45,4520,452010,45201020
003797,DATRONIC RENTAL CORP,DARC,7359,C,01,LC,76484,10654,1990-06-26,1991-04-10,,25,2540,254010,25401030
003798,DATUM INC,DATM,3825,P,01,LU,28952,1254,1974-01-31,2002-10-31,,45,4520,452010,45201020
003798,DATUM INC,DATM,3825,C,00X,LU,28952,1254,1974-01-01,1974-01-30,,45,4520,452010,45201020
003799,DAUPHIN DEPOSIT CORP,DAPN,6020,C,00X,LU,28979,1248,1978-01-01,1978-01-30,,40,4010,401010,40101010
003799,DAUPHIN DEPOSIT CORP,DAPN,6020,P,01,LU,28979,1248,1978-01-31,1997-07-31,,40,4010,401010,40101010
003800,DAUPHIN INC,DAPN.,5122,P,01,LU,28987,1369,1981-03-09,1982-12-31,Dade,,,,
003802,DAVID JAMISON CARLYLE CORP,DJCC,5045,P,01,LU,28995,1324,1981-07-24,1985-12-31,Los Angeles,25,2550,255010,25501010
003803,DAVID MINERALS LTD,DAMIF,1000,P,01,LU,78274,26172,1982-11-01,1986-06-30,,15,1510,151040,15104020
003804,DAVIS FOOD SERVICE INC,DAV.1,5812,C,01,LU,54260,25362,1972-02-24,1973-08-31,,,,,
003805,DAVIS WATER & WASTE,DWW,5051,P,01,LU,29023,1434,1972-12-14,1996-08-30,,25,2550,255010,25501010
003806,DAWSON GEOPHYSICAL CO,DWSN,1382,P,01,LC,80912,27333,2015-02-12,E,,10,1010,101010,10101020
003806,DAWSON GEOPHYSICAL CO,DWSN,1382,P,01,LC,29050,1433,1981-04-23,2015-02-11,,10,1010,101010,10101020
003807,DAXOR CORP,DXR,3841,C,01,LU,29058,6213,1983-07-25,E,,35,3510,351010,35101010
003808,DAY MINES INC,DMI.2,1044,P,01,LU,31149,23755,1962-07-02,1981-09-30,Shoshone,,,,
003809,DAY TELECOMMUNICATIONS INC,4626B,3663,P,01,LC,29066,6817,1984-01-27,1986-04-23,,45,4520,452010,45201020
003810,DAY INTERNATIONAL INC,MAH1,3050,P,01,LC,22699,23160,1962-01-31,1987-08-31,,25,2510,251010,25101020
003810,DAY INTERNATIONAL INC,MAH1,3050,C,00X,LC,22699,23160,1949-11-01,1962-01-30,,25,2510,251010,25101020
003811,THERMAFREEZE PRODUCTS CORP,TZPC,2721,C,01,LC,10660,8564,1986-09-15,1993-02-04,,25,2540,254010,25401040
003812,DAYLIN INC,GRA1,5211,P,01,LC,41603,24547,1979-01-31,1979-03-26,Los Angeles,,,,
003812,DAYLIN INC,GRA1,5211,C,00X,LC,41603,24547,1973-09-01,1975-03-09,Los Angeles,,,,
003812,DAYLIN INC,GRA1,5211,C,00X,LC,41603,24547,1976-11-11,1979-01-30,Los Angeles,,,,
003813,TARGET CORP,TGT,5331,P,01,LU,49154,20561,1969-09-08,E,,30,3010,301010,30101040
003814,DPL INC,AES5,4911,C,00X,LC,22859,20549,1951-01-01,1962-01-30,,55,5510,551010,55101010
003814,DPL INC,AES5,4911,P,01,LC,22859,20549,1962-01-31,2011-11-25,,55,5510,551010,55101010
003818,DE JUR AMSCO CORP-CL A,DEJ.A,5080,P,01,LU,45196,24804,1967-10-18,1977-09-30,,,,,
003819,DE ROSE INDUSTRIES,7413B,2451,P,01,LU,51924,20564,1971-02-01,1991-12-31,Franklin,25,2520,252010,25201030
003820,VIEWTRAN GROUP INC,VIEWF,3663,C,01,LC,29103,1405,1985-07-23,1989-09-14,,40,4020,402010,40201040
003820,VIEWTRAN GROUP INC,VIEWF,3663,C,01,LC,29103,1405,1990-06-18,1999-03-17,,40,4020,402010,40201040
003820,VIEWTRAN GROUP INC,VIEWF,3663,C,01,LC,29103,1405,2005-01-31,E,,40,4020,402010,40201040
003820,VIEWTRAN GROUP INC,VIEWF,3663,C,01,LC,29103,1405,1979-03-28,1982-06-07,,40,4020,402010,40201040
003821,DEAN FOODS CO  -OLD,DF.1,2020,P,01,LU,63554,1280,1972-12-14,2001-12-31,,30,3020,302020,30202030
003823,DEAN WITTER REYNOLDS ORG INC,DWR,6211,P,01,LU,54455,25371,1972-03-30,1982-01-29,,,,,
003824,DEB SHOPS INC,DEBS,5621,P,01,LU,29111,5902,1983-04-06,2007-10-31,,25,2550,255040,25504010
003825,DEBRON CORP,DBNN,1520,P,01,LU,29130,1262,1972-12-14,1978-05-31,,,,,
003826,DECA ENERGY CORP,DCAS,1311,P,01,LU,29138,1268,1980-12-17,1986-11-28,,10,1010,101020,10102020
003827,LYNTON GROUP INC,3LYNGD,4581,P,02,LC,75877,10254,1989-07-19,1995-10-20,,20,2030,203050,20305010
003828,DECISION INDUSTRIES CORP,DIC,3575,P,01,LC,69323,1274,1972-12-14,1988-04-29,,45,4520,452020,45202020
003829,DECISION SYSTEMS INC,3DCSN,7371,P,01,LU,29154,1272,1979-01-31,1991-03-28,Bergen,45,4510,451030,45103020
003831,DECOM SYSTEMS INC,3DSII.,3663,C,01,LU,29162,5325,1982-04-26,1992-07-31,,45,4520,452010,45201020
003832,DECOR CORP,DCOR.1,5990,P,01,LU,29189,6586,1983-11-15,1989-12-29,,25,2550,255030,25503020
003833,DECORATOR INDUSTRIES INC,DINIQ,2390,C,01,LC,60273,1271,1972-12-14,2010-12-20,,25,2520,252010,25201020
003835,DEERE & CO,DE,3523,P,01,LC,19350,20566,1962-01-31,E,,20,2010,201060,20106015
003835,DEERE & CO,DE,3523,C,00X,LC,19350,20566,1949-11-01,1962-01-30,,20,2010,201060,20106015
003837,DEKALB ENERGY CO  -CL B,ENRGB,1311,P,01,LU,29197,1326,1972-12-14,1995-05-31,,10,1010,101020,10102020
003839,DGT HOLDINGS CORP,DGTC,6512,C,01,LU,29210,1283,1976-03-02,2000-11-06,,40,4040,404030,40403020
003840,DEL LABORATORIES INC,DLI,2844,P,01,LU,45110,20567,1967-10-04,2005-01-31,,30,3030,303020,30302010
003841,DEL MONTE CORP-OLD,DEL.1,2030,C,00X,LU,11658,22294,1950-03-01,1962-01-30,,,,,
003841,DEL MONTE CORP-OLD,DEL.1,2030,P,01,LU,11658,22294,1962-01-31,1979-01-31,,,,,
003842,DVL INC,DVLN,6799,C,00X,LU,64426,1426,1978-01-01,1978-01-30,,40,4020,402010,40201050
003842,DVL INC,DVLN,6799,P,01,LU,64426,1426,1978-01-31,1995-08-02,,40,4020,402010,40201050
003844,DELCHAMPS INC,DLCH,5411,P,01,LU,29226,6619,1983-11-23,1997-11-28,,30,3010,301010,30101030
003846,DELHI INTL OIL CORP,DLH,1311,P,01,LU,59715,1332,1972-12-14,1981-10-30,Dallas,,,,
003847,DELLWOOD FOODS,DLD,2020,P,01,LU,40512,24466,1964-05-11,1982-09-30,,,,,
003848,CONECTIV INC,POM2,4931,J,02,LU,85904,20568,1998-03-02,2002-08-30,,55,5510,551010,55101010
003848,CONECTIV INC,POM2,4931,P,01,LU,24002,20568,1962-01-31,2002-08-01,,55,5510,551010,55101010
003848,CONECTIV INC,POM2,4931,C,00X,LU,24002,20568,1951-01-01,1962-01-30,,55,5510,551010,55101010
003849,FRESENIUS USA INC,FRN.3,3841,P,01,LC,64215,1340,1980-12-23,1996-09-27,,35,3510,351010,35101010
003851,DELTA AIR LINES INC,DAL,4512,P,03,LC,91926,20569,2007-05-03,E,,20,2030,203020,20302010
003851,DELTA AIR LINES INC,DAL,4512,P,01,LC,26112,20569,1962-01-31,2005-10-12,,20,2030,203020,20302010
003852,DELTA CALIFORNIA INDUSTRIES,DCAL,4210,P,01,LU,29269,1267,1974-01-31,1981-06-30,Alameda,,,,
003852,DELTA CALIFORNIA INDUSTRIES,DCAL,4210,C,00X,LU,29269,1267,1973-01-01,1974-01-30,Alameda,,,,
003853,DELTA CORP OF AMERICA,DLA.2,6411,P,01,LU,51350,25178,1970-10-15,1976-08-31,,,,,
003854,DELTA DATA SYSTEMS CORP,DLDAQ,3571,C,01,LU,29277,1278,1979-08-13,1990-03-02,Howard,45,4520,452020,45202010
003855,DELTA NATURAL GAS CO INC,DGAS,4923,P,01,LU,29285,1303,1981-04-01,2017-09-29,,55,5510,551020,55102010
003856,PNX INDUSTRIES INC,PNXX,1311,C,01,LU,29293,1368,1980-11-18,1988-04-28,,10,1010,101020,10102020
003857,DELTAK CORP,DLTK.,3443,P,01,LU,29306,1335,1976-05-14,1990-05-31,,15,1510,151040,15104050
003858,DELTAUS CORP,DLTAQ,1381,P,01,LC,29314,1334,1981-03-17,1989-04-20,,10,1010,101010,10101010
003859,DELTEC INTL LTD  -ADS,DTL.1,6211,C,01,LU,24344,23266,1969-01-31,1980-08-29,,,,,
003861,DELTONA CORP,3DLTA.,6552,C,00X,LU,31173,20570,1966-01-01,1966-01-30,,25,2520,252010,25201030
003861,DELTONA CORP,3DLTA.,6552,C,01,LU,31173,20570,1966-01-31,1994-03-29,,25,2520,252010,25201030
003862,AMERICAN CLASSIC VOYAGES CO,AMCVQ,4400,C,01,LU,77389,11385,1992-03-05,2001-10-17,,25,2530,253010,25301020
003863,DELUXE CORP,DLX,2780,P,01,LU,61743,1285,1972-12-14,E,,20,2020,202010,20201010
003864,DEN-TAL-EZ INC,DTZ.1,3843,P,01,LU,51879,25211,1971-01-26,1979-05-31,,,,,
003865,RELIABLE POWER SYSTEMS INC,RPSI,3822,C,01,LU,29357,1286,1980-11-28,1984-06-26,,45,4520,452030,45203010
003865,RELIABLE POWER SYSTEMS INC,RPSI,3822,C,00X,LU,29357,1286,1980-11-26,1980-11-27,,45,4520,452030,45203010
003866,DENELCOR INC,DENLQ,3571,C,01,LU,29365,1288,1979-01-31,1985-12-24,Harris,,,,
003867,DENISON MINES LTD  -CL A OLD,DENAF.,1311,P,01,LU,78277,26153,1982-11-01,1985-12-31,,10,1010,101020,10102020
003868,DENNISON MFG CO,DSN.1,2670,P,01,LU,31181,20571,1962-07-02,1990-10-16,Middlesex,15,1510,151050,15105020
003869,DENNY'S INC,DEN.1,5812,P,01,LU,42526,24619,1965-10-05,1985-01-31,,,,,
003870,DENTAL MANAGEMENT SVCS INC,DMSAE,8741,P,01,LU,29402,6757,1984-01-05,1985-11-29,Richland,,,,
003871,DENTALLOY INC,DNTYQ,3843,P,01,LU,29429,1347,1978-01-31,1983-08-31,Orange,,,,
003871,DENTALLOY INC,DNTYQ,3843,C,00X,LU,29429,1347,1973-07-01,1978-01-30,Orange,,,,
003872,HYDRON TECHNOLOGIES INC,HTEC.1,2844,P,01,LU,29437,1404,1980-01-31,1999-04-28,,30,3030,303020,30302010
003873,DENTAL WORLD CENTER INC,5129B,8000,P,01,LU,29445,1431,1980-10-27,1986-11-28,Nassau,35,3510,351020,35102010
003874,DENTSPLY INTERNATIONAL INC,DSP.2,3843,P,01,LC,27203,23460,1962-01-31,1982-12-23,York,,,,
003875,DENVER REAL ESTATE INVT ASSN,DENVS,6798,P,01,LU,29453,1289,1978-01-31,1980-12-22,Denver,,,,
003875,DENVER REAL ESTATE INVT ASSN,DENVS,6798,C,00X,LU,29453,1289,1973-01-01,1978-01-30,Denver,,,,
003877,DENVER WESTERN PETROLEUM CP,4089B,1311,C,01,LU,29461,1290,1981-01-30,1984-01-04,Denver,10,1010,101020,10102020
003878,DEPOSIT GUARANTY CORP,DEP.1,6020,P,01,LU,29488,1292,1974-01-31,1998-04-30,,40,4010,401010,40101010
003878,DEPOSIT GUARANTY CORP,DEP.1,6020,C,00X,LC,29488,1292,1974-01-01,1974-01-30,,40,4010,401010,40101010
003881,DERMA-LOCK MEDICAL CORP-OLD,DERM.,3842,P,01,LC,29496,6401,1983-09-21,1986-12-31,,35,3510,351010,35101010
003882,DERO INDUSTRIES INC,DRO,3140,C,01,LU,48477,25006,1969-06-09,1974-10-31,,,,,
003883,DESERET PHARMACEUTICAL INC,DPH.1,3841,P,01,LU,44564,24761,1967-06-13,1976-12-31,,,,,
003884,DESERT ARABIAN BLOODSTOCK,3DABSE,0200,C,01,LU,29509,5788,1983-02-07,1985-05-16,Bernalilo,30,3020,302020,30202020
003885,DESIGNATRONICS INC,DSGT.1,3560,C,00X,LU,65218,1394,1973-09-01,1976-06-29,,20,2010,201060,20106020
003885,DESIGNATRONICS INC,DSGT.1,3560,P,01,LU,65218,1394,1976-06-30,1995-09-29,,20,2010,201060,20106020
003886,GRISTEDES FOODS INC,GRI.2,5411,C,01,LU,55589,20572,1972-09-19,2004-11-30,,30,3010,301010,30101030
003887,DESIGNHOUSE INTL INC,DHIN,5712,C,01,LU,29525,6472,1983-10-06,1988-11-08,Gwinnett,25,2550,255040,25504040
003888,DE SOTO INC,DSO.1,2840,P,01,LC,22867,20573,1962-01-31,1996-09-27,,30,3030,303010,30301010
003888,DE SOTO INC,DSO.1,2840,C,00X,LC,22867,20573,1957-01-01,1962-01-30,,30,3030,303010,30301010
003889,DEST CORP,DESTQ.,3577,P,01,LC,87266,7604,1985-06-19,1989-05-24,,45,4520,452020,45202020
003891,DESTRON INC,DSTNQ,3580,C,01,LU,29541,5305,1982-02-10,1983-06-09,Cook,,,,
003892,DETECTION SYSTEMS INC,DETC,3669,P,01,LU,29560,1296,1979-01-31,2001-01-31,,45,4520,452030,45203010
003893,DETECTO SCALES INC,DTO.1,3590,P,01,LU,43457,24686,1966-07-06,1974-10-31,,,,,
003894,DETECTOR ELECTRONICS CORP,DETX.,3829,P,01,LC,29568,1297,1981-06-02,1987-12-31,,45,4520,452030,45203010
003895,DETREX CORP,DTRX,2800,C,01,LU,29576,1411,1972-12-14,2003-10-30,,15,1510,151010,15101010
003896,DETROIT & CANADA TUNNEL CORP,DTUN,4700,P,01,LU,29584,1413,1972-12-14,1997-03-31,,20,2030,203050,20305020
003897,DTE ENERGY CO,DTE,4931,P,01,LC,11674,20574,1962-01-31,E,,55,5510,551030,55103010
003898,DETROIT INTL BRIDGE CO,DBDG,4700,P,01,LU,29592,1259,1972-12-14,1979-07-31,,,,,
003899,DETROIT-TEXAS GAS GATHERING,5261B,4922,P,01,LU,29605,1414,1981-01-30,1986-09-30,Harris,55,5510,551020,55102010
003900,DETSCO INC,DTSC.,4213,P,01,LU,29613,6873,1984-02-24,1985-05-31,,,,,
003901,DEVELOPMENT CORP OF AMERICA,DCA.4,1531,C,01,LU,51449,25183,1970-11-04,1987-03-31,,25,2520,252010,25201030
003902,DEVON APPAREL INC,DEV.1,2300,P,01,LC,49795,25085,1970-01-08,1973-12-31,,,,,
003903,DEVON GROUP  -OLD,DEV.3,5190,P,01,LU,52599,25263,1971-05-26,1982-12-31,Fairfield,,,,
003904,DEVON STORES CORP,DVON,5731,P,01,LU,29648,5899,1983-04-05,1984-05-31,Nassau,,,,
003905,COVISTA INC,CVSA,8200,C,01,LU,76708,10992,1991-06-21,E,,25,2530,253020,25302010
003906,DIABLO OIL CO,4382B,1311,C,01,LU,29664,5103,1982-01-29,1984-09-25,Denver,10,1010,101020,10102020
003907,DEVELCON ELECTRONICS LTD,3DLCFF,3576,P,01,LU,78518,26263,1984-03-30,1989-02-28,,45,4520,452020,45202020
