gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,COUNTY,GSECTOR,GGROUP,GIND,GSUBIND
038412,DOUBLEVERIFY HOLD INC,DV,7372,P,01,LC,20920,58180,2021-04-21,E,,50,5020,502010,50201010
038416,NOGIN INC,NOGNQ,7370,P,02,LC,21965,58604,2021-09-20,2023-12-21,,25,2550,255030,25503030
038418,THREDUP INC,TDUP,5961,P,01,LC,20663,58013,2021-03-26,E,,25,2550,255040,25504010
038419,BITVENTURES LTD,BVC,6282,P,90,LC,20813,58116,2021-03-26,2025-12-31,,40,4020,402030,40203010
038422,CONNECT BIOPHARMA HOLDIG LTD,CNTB,2836,P,01,LC,27253,58085,2025-09-03,E,,35,3520,352010,35201010
038422,CONNECT BIOPHARMA HOLDIG LTD,CNTB,2836,C,90,LC,20776,58085,2025-09-01,2025-09-02,,35,3520,352010,35201010
038422,CONNECT BIOPHARMA HOLDIG LTD,CNTB,2836,P,90,LC,20776,58085,2021-03-19,2025-08-31,,35,3520,352010,35201010
038426,WAG GROUP CO,PETXQ,8900,P,02,LC,21923,58651,2021-09-24,2025-09-03,,25,2530,253020,25302020
038429,POLESTAR AUTOMOTIVE HOLDING,PSNY,3711,J,91,LC,23196,59323,2022-06-24,E,,25,2510,251020,25102010
038429,POLESTAR AUTOMOTIVE HOLDING,PSNY,3711,P,90,LC,23195,59323,2022-06-24,E,,25,2510,251020,25102010
038429,POLESTAR AUTOMOTIVE HOLDING,PSNY,3711,J,02,LC,21300,58109,2022-06-01,2022-06-30,,25,2510,251020,25102010
038429,POLESTAR AUTOMOTIVE HOLDING,PSNY,3711,P,02,LC,21300,58109,2021-05-13,2022-05-31,,25,2510,251020,25102010
038441,DESIGN THERAPEUTIS INC,DSGN,2836,P,01,LC,20662,58012,2021-03-26,E,,35,3520,352010,35201010
038444,RAIN ENHANCEMENT TECHNOL INC,RAIN,3590,P,02,LC,26038,60124,2025-01-02,E,,20,2010,201060,20106020
038444,RAIN ENHANCEMENT TECHNOL INC,RAIN,3590,P,02,LC,21859,58478,2021-08-13,2025-01-01,,20,2010,201060,20106020
038445,PSQ HOLDINGS INC,PSQH,6141,P,02,LC,21625,58334,2021-07-07,E,,50,5020,502030,50203010
038447,KNOWBE4 INC,KNBE,7370,P,01,LC,20899,58172,2021-04-22,2023-02-28,,45,4510,451030,45103020
038453,ONKURE THERAPEUTICS INC,OKUR,2836,P,01,LC,21091,58218,2021-04-09,E,,35,3520,352010,35201010
038460,BLACKROCK TECH AND PVT EQUTY,BTX,6726,P,01,LC,20674,58020,2021-03-26,E,,,,,
038461,AGILON HEALTH INC,AGL,8090,P,01,LC,20893,58168,2021-04-15,E,,35,3510,351020,35102015
038462,NUVVE HOLDING CORP,NVVE,3620,P,01,LC,19352,57028,2021-03-23,E,,20,2010,201040,20104010
038463,OLINK HOLDING AB (PUBL),OLK,3826,P,90,LC,20855,58144,2021-03-25,2024-07-31,,35,3520,352030,35203010
038465,SKYWATER TECH INC,SKYT,3674,P,01,LC,21096,58219,2021-04-21,E,,45,4530,453010,45301020
038467,EDGEWISE THERA INC,EWTX,2834,P,01,LC,20791,58096,2021-03-26,E,,35,3520,352020,35202010
038469,IMAGENEBIO INC,IMA,2836,P,01,LC,20816,58118,2021-03-26,E,,35,3520,352020,35202010
038474,RECURSION PHARMA INC,RXRX,2836,P,01,LC,20898,58171,2021-04-16,E,,35,3520,352010,35201010
038477,LEONARDO DRS INC,DRS,3812,P,01,LC,23517,59441,2022-11-29,E,,20,2010,201010,20101010
038485,ZAPATA QUANTUM INC,ZPTA,7372,P,02,LC,22969,59157,2022-03-07,2024-10-25,,45,4510,451030,45103010
038488,COMPASS INC,COMP,6531,P,01,LC,20916,58179,2021-04-01,E,,60,6020,602010,60201040
038491,KALTURA INC,KLTR,7370,P,01,LC,21737,58579,2021-07-21,E,,45,4510,451030,45103010
038493,ZYMERGEN INC,ZY.1,3679,P,01,LC,20900,58173,2021-04-22,2022-10-31,,15,1510,151010,15101010
038496,ERNEXA THERAPEUTICS INC,ERNA,2836,P,01,LC,76963,11101,2021-03-26,E,,35,3520,352010,35201010
038498,ARRIVAL,ARVLF,3713,P,01,LC,19230,56969,2021-03-25,2024-01-29,,25,2510,251020,25102010
038503,PRENETICS GLOBAL LTD,PRE,8071,P,02,LC,23119,59298,2022-05-18,E,,35,3510,351020,35102015
038503,PRENETICS GLOBAL LTD,PRE,8071,P,02,LC,21699,58279,2021-07-06,2022-05-17,,35,3510,351020,35102015
038507,NEUROPACE INC,NPCE,3841,P,01,LC,21081,58213,2021-04-22,E,,35,3510,351010,35101010
038511,TRANSCODE THERAPEUTICS INC,RNAZ,2836,P,01,LC,21760,58596,2021-07-09,E,,35,3520,352010,35201010
038513,LAVA THERAPEUTICS N V,LVTX,2836,P,01,LC,20842,58135,2021-03-25,2025-11-28,,35,3520,352010,35201010
038514,ZHIHU INC,ZH,7370,P,90,LC,20737,58050,2021-03-26,E,,50,5020,502030,50203010
038516,ACHILLES THERAPEUTI PLC -ADR,ACHL,2836,P,90,LC,20761,58071,2021-03-31,2025-03-31,,35,3520,352010,35201010
038526,FRONTIER NUCLR AND MINRL INC,FNUC,1400,P,01,LC,22320,58959,2021-11-19,E,,15,1510,151040,15104020
038527,AKOYA BIOSNCS INC,AKYA,3826,P,01,LC,21016,58193,2021-04-16,2025-07-31,,35,3520,352030,35203010
038529,BIOMEA FUSION INC,BMEA,2836,P,01,LC,21027,58196,2021-04-16,E,,35,3520,352010,35201010
038534,INNVENTURE INC,INV,6282,P,02,LC,25730,60038,2024-10-03,E,,40,4020,402030,40203010
038534,INNVENTURE INC,INV,6282,P,02,LC,22420,58812,2021-11-29,2024-10-02,,40,4020,402030,40203010
038535,ESTRELLA IMMUNOPHARMA INC,ESLA,2836,P,02,LC,21971,58612,2021-09-07,E,,35,3520,352010,35201010
038537,QTREX QUANTUM LTD,QTEX,3841,P,01,LC,21730,58573,2021-07-14,E,,35,3510,351010,35101010
038538,SMART SHARE GLOBAL LTD -ADS,EM,7359,P,90,LC,21041,58201,2021-04-01,E,,25,2550,255040,25504020
038539,VYANT BIO INC,VYNT,2836,P,01,LC,14094,54507,2021-03-31,2023-12-31,,35,3520,352010,35201010
038545,PAYSAFE LIMITED,PSFE,7389,P,01,LC,20754,58058,2021-03-31,E,,40,4020,402010,40201060
038551,BON NTRL LIFE LTD,BON,2800,P,01,LC,21520,58433,2021-06-24,E,,15,1510,151010,15101050
038558,TREACE MEDIC CNCPTS INC,TMCI,3842,P,01,LC,21105,58222,2021-04-23,E,,35,3510,351010,35101010
038576,LATHAM GROUP INC,SWIM,3949,P,01,LC,20902,58175,2021-04-23,E,,25,2520,252020,25202010
038578,CHANSON INTERNATIONL HOLDING,CHSN,5400,P,01,LC,23784,59513,2023-03-30,E,,30,3010,301010,30101030
038583,TC BANCSHARES INC,TCBC,6035,P,01,LC,21774,58606,2021-07-21,2025-12-31,,40,4010,401010,40101015
038585,VECTIVBIO HOLDING AG,VECT,2836,P,01,LC,21112,58228,2021-04-09,2023-07-31,,35,3520,352010,35201010
038590,INNOVIZ TECHNOLOGIES LTD,INVZ,3829,P,01,LC,21066,58207,2021-04-06,E,,45,4520,452030,45203010
038592,FLYEXCLUSIVE INC,FLYX,4522,P,02,LC,21628,58257,2021-07-16,E,,20,2030,203020,20302010
038594,PRIVIA HEALTH GROUP INC,PRVA,8011,P,01,LC,21087,58215,2021-04-29,E,,35,3510,351020,35102015
038596,CREATEAI HOLDINGS INC,TSPH,7372,P,01,LC,20895,58170,2021-04-15,E,,20,2030,203040,20304030
038598,AST SPACEMOBILE INC,ASTS,4899,P,01,LC,19076,56891,2021-04-07,E,,50,5010,501010,50101010
038612,SPECTAIRE HOLDINGS INC,SPEC,3826,P,02,LC,22589,58877,2021-12-20,E,,45,4520,452030,45203010
038614,ONION GLOBAL LTD - ADR,OGBLY,5960,C,90,LC,21233,58264,2021-05-07,E,,30,3010,301010,30101040
038617,ARTIVA BIOTHERAPEUTICS INC,ARTV,2836,P,01,LC,25327,59938,2024-07-19,E,,35,3520,352010,35201010
038618,FINANCE OF AMERICA COMPANIES,FOA,6162,P,01,LC,20927,58182,2021-04-05,E,,40,4020,402010,40201050
038621,WESTROCK COFFEE CO,WEST,2090,P,02,LC,23270,59360,2022-08-29,E,,30,3020,302020,30202030
038621,WESTROCK COFFEE CO,WEST,2090,P,02,LC,21958,58682,2021-09-28,2022-08-28,,30,3020,302020,30202030
038624,TWIN VEE POWERCATS CO,VEEE,3730,P,01,LC,21782,58614,2021-07-21,E,,25,2520,252020,25202010
038625,WEREWOLF THERAPTCS INC,HOWL,2836,P,01,LC,21060,58204,2021-04-30,E,,35,3520,352010,35201010
038632,I-80 GOLD CORP,IAUX,1040,P,01,LC,23081,59282,2022-05-19,E,,15,1510,151040,15104030
038634,FIVE STAR BANCORP,FSBC,6020,P,01,LC,21294,58291,2021-05-05,E,,40,4010,401010,40101015
038635,HONEST CO INC (THE),HNST,2844,P,01,LC,21118,58230,2021-05-05,E,,30,3030,303020,30302010
038643,BARINTHUS BIOTHERAPEUTICS,BRNS,2836,P,90,LC,21111,58227,2021-04-30,E,,35,3520,352010,35201010
038645,GLOBAL-E ONLINE LTD,GLBE,5961,P,01,LC,21301,58295,2021-05-12,E,,25,2550,255030,25503030
038646,UIPATH INC,PATH,7372,P,01,LC,20972,58186,2021-04-21,E,,45,4510,451030,45103020
038647,TASKUS INC,TASK,7374,P,01,LC,21350,58318,2021-06-11,E,,20,2020,202020,20202030
038648,PROSOMNUS INC,OSAPQ,3841,P,02,LC,23627,59462,2022-12-07,2024-08-06,,35,3510,351010,35101010
038648,PROSOMNUS INC,OSAPQ,3841,P,02,LC,21739,58472,2021-07-23,2022-12-06,,35,3510,351010,35101010
038649,NKGEN BIOTECH INC,NKGN,2836,P,02,LC,21644,58259,2021-07-12,2025-03-04,,35,3520,352010,35201010
038661,UPEXI INC,UPXI,2834,P,01,LC,21551,58460,2021-06-24,E,,30,3030,303020,30302010
038662,SIMILARWEB LTD,SMWB,7370,P,01,LC,21261,58273,2021-05-12,E,,45,4510,451030,45103010
038664,Q/C TECHNOLOGIES INC,QCLS,2834,P,01,LC,14419,54711,2021-04-19,E,,35,3520,352020,35202010
038673,FTC SOLAR INC,FTCI,3600,P,01,LC,21051,58202,2021-04-28,E,,20,2010,201040,20104010
038674,IPI LEGACY LIQUIDATION CO,IMPLQ,2834,P,01,LC,21065,58206,2021-04-23,2024-04-08,,35,3520,352010,35201010
038676,OATLY GROUP AB,OTLY,2020,P,90,LC,21324,58305,2021-05-20,E,,30,3020,302020,30202030
038678,MARATHON BANCORP INC,MBBC,6020,P,01,LC,26628,60261,2025-04-22,E,,40,4010,401010,40101015
038681,GENIUS SPORTS LTD,GENI,7370,P,01,LC,20991,58188,2021-04-21,E,,25,2530,253010,25301010
038687,ATAIBECKLEY INC,ATAI,2834,P,01,LC,21516,58429,2021-06-18,E,,35,3520,352020,35202010
038688,AVEANNA HCARE HOLD INC,AVAH,8082,P,01,LC,21026,58195,2021-04-29,E,,35,3510,351020,35102015
038697,RAIN ONCOLOGY INC,RAIN.3,2834,P,01,LC,21089,58216,2021-04-23,2024-01-31,,35,3520,352020,35202010
038705,REGENCELL BIOSCIENCE HOL LTD,RGC,2834,P,01,LC,21758,58593,2021-07-16,E,,35,3520,352020,35202010
038706,ANEBULO PHARMA INC,ANEB,2834,P,01,LC,21269,58278,2021-05-07,E,,35,3520,352020,35202010
038707,PAYCOR HCM INC,PYCR,7370,P,01,LC,21600,58505,2021-07-21,2025-04-30,,20,2020,202020,20202010
038708,ZETA GLOBAL HOLDINGS CORP,ZETA,7370,P,01,LC,21349,58317,2021-06-10,E,,45,4510,451030,45103010
038711,PALISADE BIO INC,PALI,2836,P,01,LC,92252,52697,2021-04-28,E,,35,3520,352010,35201010
038717,CHROME HOLDING CO,MEHCQ,8071,P,01,LC,20134,57415,2021-06-17,2025-12-05,,35,3510,351020,35102015
038720,NETCAPITAL INC,NCPL,6211,C,01,LC,23235,59342,2022-07-13,E,,40,4020,402030,40203010
038722,STEM INC,STEM,7389,P,01,LC,19919,57213,2021-04-29,E,,20,2010,201040,20104010
038723,ZENVIA INC,ZENVF,7372,P,01,LC,21788,58619,2021-07-22,E,,45,4510,451030,45103010
038735,WATERDROP INC,WDH,6411,P,90,LC,21249,58270,2021-05-07,E,,40,4030,403010,40301010
038736,SQUARESPACE INC,SQSP,7370,P,01,LC,21121,58232,2021-05-19,2024-10-31,,45,4510,451020,45102030
038738,TOURMALINE BIO INC,TRML,2836,P,01,LC,21336,58310,2021-05-07,2025-10-31,,35,3520,352010,35201010
038739,FLYWIRE CORP,FLYW,7389,P,01,LC,21122,58233,2021-05-26,E,,40,4020,402010,40201060
038744,ZIPRECRUITER INC,ZIP,7370,P,01,LC,21125,58236,2021-05-26,E,,50,5020,502030,50203010
038745,TSCAN THERAPEUTICS INC,TCRX,2836,P,01,LC,21778,58608,2021-07-16,E,,35,3520,352010,35201010
038747,PAYMENTUS HOLDINGS INC,PAY,7374,P,01,LC,21123,58234,2021-05-26,E,,40,4020,402010,40201060
038748,MERIDIANLINK INC,MLNK,7370,P,01,LC,21613,58514,2021-07-28,2025-10-31,,45,4510,451030,45103010
038750,LAKESHORE BIOPHARMA CO LTD,LSBCF,2836,P,02,LC,23814,59533,2023-03-17,E,,35,3520,352010,35201010
038750,LAKESHORE BIOPHARMA CO LTD,LSBCF,2836,P,02,LC,21766,58487,2021-07-30,2023-03-16,,35,3520,352010,35201010
038753,ENACT HOLDINGS INC,ACT,6351,P,01,LC,21906,58704,2021-09-16,E,,40,4020,402010,40201050
038754,BOWMAN CONSLTG GRP LTD,BWMN,8711,P,01,LC,21271,58281,2021-05-07,E,,20,2010,201030,20103010
038755,TEXAS COMMUNITY BANCSHAR INC,TCBS,6036,P,01,LC,21775,58607,2021-07-15,E,,40,4010,401010,40101015
038757,VIMEO INC,VMEO,7370,P,01,LC,21120,58231,2021-05-25,2025-11-28,,50,5020,502030,50203010
038762,MOBILE INFRASTRUCTURE CORP,BEEP,6519,P,01,LC,21296,58292,2021-05-25,E,,20,2020,202010,20201050
038763,DAY ONE BIOPHARMACEUTCLS INC,DAWN,2836,P,01,LC,21262,58275,2021-05-27,E,,35,3520,352010,35201010
038764,BLUE FOUNDRY BANCORP,BLFY,6036,P,01,LC,21703,58551,2021-07-16,E,,40,4010,401010,40101015
038768,SKINHEALTH SYSTEMS INC,SKIN,3841,P,01,LC,20181,57365,2021-05-06,E,,30,3030,303020,30302010
038770,FIGS INC,FIGS,2300,P,01,LC,21210,58258,2021-05-27,E,,25,2520,252030,25203010
038771,DLOCAL LIMITED,DLO,7389,P,01,LC,21533,58441,2021-06-03,E,,40,4020,402010,40201060
038773,LION ELECTRIC CO (THE),LEVGQ,3711,P,01,LC,21222,58260,2021-05-07,2024-12-16,,20,2010,201060,20106010
038777,BITDEER TECHNOLOGIES GROUP,BTDR,7374,P,02,LC,23856,59544,2023-04-14,E,,45,4510,451030,45103010
038777,BITDEER TECHNOLOGIES GROUP,BTDR,7374,P,02,LC,21704,58434,2021-07-28,2023-04-13,,45,4510,451030,45103010
038779,STRATA CRITICAL MEDICAL INC,SRTA,4522,P,01,LC,19071,56889,2021-05-10,E,,35,3510,351020,35102015
038780,GOLDEN SUN TECHNOLOGY GP LTD,GSUN,7311,P,01,LC,23184,59314,2022-06-22,E,,25,2530,253020,25302010
038782,VERA THERAPEUTICS INC,VERA,2836,P,01,LC,21342,58312,2021-05-14,E,,35,3520,352010,35201010
038783,SENTI BIOSCIENCES HOLDGS INC,SNTI,2836,P,01,LC,21286,58288,2021-05-26,E,,35,3520,352010,35201010
038790,SAGIMET BIOSCIENCES INC,SGMT,2836,P,01,LC,24078,59611,2023-07-14,E,,35,3520,352010,35201010
038791,ALZAMEND NEURO INC,ALZN,2836,P,01,LC,21513,58428,2021-06-15,E,,35,3520,352010,35201010
038800,GREENFIRE RESOURCES LTD,GFR,1311,P,02,LC,24201,59650,2023-09-21,E,,10,1010,101020,10102020
038800,GREENFIRE RESOURCES LTD,GFR,1311,P,02,LC,22480,58799,2021-12-13,2023-09-20,,10,1010,101020,10102020
038804,ZYVERSA THERAPEUTICS INC,ZVSA,2836,P,02,LC,22781,59090,2022-02-10,E,,35,3520,352010,35201010
038805,CENTESSA PHARMACEUTICALS PLC,CNTA,2836,P,90,LC,21278,58283,2021-05-28,E,,35,3520,352010,35201010
038806,SINGULAR GENOM SYS INC,OMIC,3826,P,01,LC,21263,58276,2021-05-27,2025-02-28,,35,3520,352030,35203010
038812,POP CULTURE GROUP CO LTD,CPOP,7389,P,01,LC,21526,58436,2021-06-30,E,,50,5020,502020,50202010
038821,ORGANON & CO,OGN,2834,P,01,LC,21124,58235,2021-06-03,E,,35,3520,352020,35202010
038822,MONDAY COM LTD,MNDY,7370,P,01,LC,21571,58479,2021-06-10,E,,45,4510,451030,45103020
038824,1STDIBS.COM INC,DIBS,5961,P,01,LC,21529,58439,2021-06-10,E,,25,2550,255030,25503030
038827,GLIMPSE GROUP INC(THE),GGRP,7371,P,01,LC,21786,58616,2021-07-01,E,,45,4510,451020,45102010
038829,FEMASYS INC,FEMY,3841,P,01,LC,21540,58448,2021-06-18,E,,35,3510,351010,35101010
038832,MARQETA INC,MQ,7389,P,01,LC,21345,58315,2021-06-09,E,,40,4020,402010,40201060
038834,LIFESTAN HLTH GRP INC,LFST,8093,P,01,LC,21348,58316,2021-06-10,E,,35,3510,351020,35102015
038835,WALKME LTD,WKME,7370,P,01,LC,21592,58496,2021-06-16,2024-09-30,,45,4510,451030,45103010
038840,CITIUS ONCOLOGY INC,CTOR,2836,P,02,LC,23629,59417,2022-12-08,E,,35,3520,352010,35201010
038844,ZHANGMEN EDC INC -ADR,ZMENY,8200,P,90,LC,21428,58348,2021-06-08,E,,25,2530,253020,25302010
038845,BLUE OWL CAPITAL INC,OWL,6799,P,01,LC,20269,57399,2021-05-20,E,,40,4020,402030,40203010
038848,NEWEGG COMMERCE INC,NEGG,5961,P,01,LC,93350,53393,2021-05-20,E,,25,2550,255040,25504020
038849,AMTD DIGITAL INC -ADR,HKD,7011,P,90,LC,23204,59328,2022-07-15,E,,45,4510,451030,45103010
038856,NEUEHEALTH INC,NEUE,6324,P,01,LC,21369,58332,2021-06-24,E,,35,3510,351020,35102030
038857,JANUX THERAPEUTICS INC,JANX,2836,P,01,LC,21563,58470,2021-06-11,E,,35,3520,352010,35201010
038858,CURRENC GROUP INC,CURR,7389,P,02,LC,22748,59017,2022-01-10,E,,40,4020,402010,40201060
038862,KANZHUN LIMITED,BZ,7361,P,90,LC,21525,58435,2021-06-11,E,,20,2020,202020,20202010
038866,HELPORT AI LTD,HPAI,7370,P,02,LC,25406,59973,2024-08-05,E,,45,4510,451030,45103010
038866,HELPORT AI LTD,HPAI,7370,P,02,LC,22512,58817,2021-12-06,2024-08-04,,45,4510,451030,45103010
038867,UNICYCIVE THERAPEUTICS INC,UNCY,2836,P,01,LC,21780,58611,2021-07-13,E,,35,3520,352010,35201010
038868,CONVEY HEALTH SOL HLDNGS INC,CNVY,7370,P,01,LC,21373,58335,2021-06-16,2022-10-31,,35,3510,351030,35103010
038870,CORE & MAIN INC,CNM,5070,P,01,LC,21607,58510,2021-07-23,E,,20,2010,201070,20107010
038874,NRX PHARMACEUTICALS INC,NRXP,8093,P,01,LC,17134,56152,2021-05-25,E,,35,3520,352020,35202010
038881,TRUMP MEDIA & TECHNO GRP CRP,DJT,7370,P,02,LC,21927,58718,2021-10-01,E,,50,5020,502030,50203010
038881,TRUMP MEDIA & TECHNO GRP CRP,DJT,7370,J,02,LC,21927,58718,2021-09-30,2021-09-30,,50,5020,502030,50203010
038883,LYELL IMMUNOPHARMA INC,LYEL,2836,P,01,LC,21351,58319,2021-06-17,E,,35,3520,352010,35201010
038885,EUDA HEALTH HOLDINGS LTD,EUDA,6531,P,02,LC,22565,58951,2021-12-14,E,,35,3510,351020,35102015
038900,HCW BIOLOGICS INC,HCWB,2836,P,01,LC,21721,58568,2021-07-20,E,,35,3520,352010,35201010
038908,VERVE THERAPEUTICS INC,VERV,2836,P,01,LC,21589,58495,2021-06-17,2025-07-31,,35,3520,352010,35201010
038909,FULL TRUCK ALLIANCE CO LTD,YMM,4731,P,90,LC,21401,58340,2021-06-22,E,,20,2030,203040,20304030
038910,ACURX PHARMA INC,ACXP,2836,P,01,LC,21512,58427,2021-06-25,E,,35,3520,352010,35201010
038915,SPRINKLR INC,CXM,7370,P,01,LC,21353,58321,2021-06-23,E,,45,4510,451030,45103010
038916,SOFI TECHNOLOGIES INC,SOFI,6141,P,01,LC,20067,57411,2021-06-01,E,,40,4020,402020,40202010
038917,MIROMATRIX MEDICAL INC,MIRO,8731,P,01,LC,21570,58477,2021-06-24,2023-12-29,,35,3520,352030,35203010
038920,CENTURY THERAPEUTI INC,IPSC,2836,P,01,LC,21560,58467,2021-06-18,E,,35,3520,352010,35201010
038923,TELESIS BIO INC,TBIO,3826,P,01,LC,21538,58446,2021-06-18,E,,35,3520,352030,35203010
038924,EVERCOMMERCE INC,EVCM,7370,P,01,LC,21713,58562,2021-07-01,E,,45,4510,451030,45103010
038925,CYTEIR THERAPEUTICS INC,CYTT,2836,P,01,LC,21528,58438,2021-06-18,2024-03-28,,35,3520,352010,35201010
038927,DOXIMITY INC,DOCS,7370,P,01,LC,21357,58323,2021-06-24,E,,35,3510,351030,35103010
038928,D MARKET ELEKTRONIK HIZMETLE,HEPS,5961,P,90,LC,21722,58569,2021-07-01,E,,25,2550,255030,25503030
038929,ATRENEW INC  -ADR,RERE,5961,P,90,LC,21360,58326,2021-06-18,E,,25,2550,255040,25504020
038930,COLLECTIVE MINING LTD,CNL,1000,P,01,LC,25261,59927,2024-07-22,E,,15,1510,151040,15104020
038931,CONFLUENT INC,CFLT,7372,P,01,LC,21358,58324,2021-06-24,E,,45,4510,451030,45103010
038932,NEXTNRG INC,NXXT,5900,P,01,LC,21930,58720,2021-09-15,E,,10,1010,101020,10102040
038935,SHF HOLDINGS INC,SHFS,6159,P,02,LC,21860,58481,2021-08-18,E,,40,4020,402010,40201040
038936,MISTER CAR WASH INC,MCW,7500,P,01,LC,21359,58325,2021-06-25,E,,25,2530,253020,25302020
038937,BARK INC,BARK,5961,P,01,LC,20238,57542,2021-06-02,E,,25,2550,255040,25504040
038945,AKILI INC,AKLI,7372,P,01,LC,21534,58442,2021-06-30,2024-07-31,,35,3510,351030,35103010
038946,POWERSCHOOL HOLDINGS INC,PWSC,7370,P,01,LC,21612,58513,2021-07-28,2024-10-31,,45,4510,451030,45103010
038949,CANO HEALTH INC,CANOQ,8062,P,01,LC,19539,57080,2021-06-04,2024-02-02,,35,3510,351020,35102020
038952,VINTAGE WINE ESTATES INC,VWESQ,2084,P,01,LC,20580,57917,2021-06-08,2025-04-30,,30,3020,302010,30201020
038953,LATCH INC,LTCH,7370,P,01,LC,20330,57581,2021-06-07,E,,45,4510,451030,45103010
038954,CLEAR SECURE INC,YOU,7370,P,01,LC,21372,58333,2021-06-30,E,,45,4510,451030,45103010
038957,GH RESEARCH PLC,GHRS,2834,P,01,LC,21542,58452,2021-06-25,E,,35,3520,352020,35202010
038960,QUANTUM SI INC,QSI,3826,P,01,LC,19952,57337,2021-06-11,E,,35,3520,352030,35203010
038961,JANUS INTERNATIONL GROUP INC,JBI,3442,P,01,LC,21409,58342,2021-06-08,E,,20,2010,201020,20102010
038967,CAREMAX INC,CMAXQ,8011,P,01,LC,19824,57168,2021-06-09,2025-01-31,,35,3510,351020,35102015
038968,ATOUR LIFESTYLE HLD LTD -ADS,ATAT,7011,P,90,LC,23518,59442,2022-11-11,E,,25,2530,253010,25301020
038969,DINGDONG (CAYMAN) LIMITED,DDL,5961,P,90,LC,21379,58337,2021-06-29,E,,30,3010,301010,30101030
038971,MISSFRESH LTD -ADR,MFLTY,5961,P,90,LC,21569,58476,2021-06-25,E,,30,3010,301010,30101030
038972,SENTAGE HOLDINGS INC,SNTG,7320,P,01,LC,21770,58602,2021-07-09,E,,20,2020,202010,20201070
038974,VAST RENEWABLES LTD,VSTTF,1600,P,02,LC,24673,59752,2023-12-19,E,,20,2010,201040,20104010
038974,VAST RENEWABLES LTD,VSTTF,1600,P,02,LC,22726,59006,2022-01-07,2023-12-18,,20,2010,201040,20104010
038977,ODYSIGHT.AI INC,ODYS,3845,C,01,LC,26193,60174,2025-02-11,E,,35,3510,351010,35101010
038978,KATAPULT HOLDINGS INC,KPLT,6141,P,01,LC,19135,56945,2021-06-10,E,,40,4020,402020,40202010
038979,NAUTILUS BIOTECHNOLOGY INC,NAUT,8731,P,01,LC,19620,57224,2021-06-10,E,,35,3520,352030,35203010
038981,UPHEALTH INC,UPHL,8090,C,01,LC,18802,56781,2023-11-21,2023-12-11,,35,3510,351030,35103010
038981,UPHEALTH INC,UPHL,8090,C,01,LC,18802,56781,2021-06-10,2023-09-18,,35,3510,351030,35103010
038986,ACUMEN PHARMACEUTICALS INC,ABOS,2836,P,01,LC,21695,58544,2021-07-01,E,,35,3520,352010,35201010
038987,JADE BIOSCIENCES INC,JBIO,2836,P,01,LC,21518,58431,2021-06-30,E,,35,3520,352010,35201010
038993,DERMATA THERAPEUTICS INC,DRMA,2836,P,01,LC,21841,58659,2021-08-13,E,,35,3520,352010,35201010
038995,INDIE SEMICONDUCTOR INC,INDI,3674,P,01,LC,21556,58465,2021-06-11,E,,45,4530,453010,45301020
038998,DIDI GLOBAL INC,DIDIY,4100,P,90,LC,21374,58336,2021-06-30,E,,20,2030,203040,20304040
039009,PROTERRA INC,PTRAQ,3711,P,01,LC,20136,57329,2021-06-15,2024-03-28,,20,2010,201060,20106010
039018,AMBRX BIOPHARMA INC,AMAM,2836,P,01,LC,24378,59681,2023-10-12,2024-03-28,,35,3520,352010,35201010
039018,AMBRX BIOPHARMA INC,AMAM,2836,C,90,LC,21365,58327,2023-10-01,2023-10-11,,35,3520,352010,35201010
039018,AMBRX BIOPHARMA INC,AMAM,2836,P,90,LC,21365,58327,2021-06-18,2023-09-30,,35,3520,352010,35201010
039025,WM TECHNOLOGY INC,MAPS,7370,P,01,LC,19025,56867,2021-06-16,E,,45,4510,451030,45103010
039028,ZURA BIO LIMITED,ZURA,2836,P,02,LC,22071,58537,2021-09-03,E,,35,3520,352010,35201010
039029,LYTUS TECH HLD PTV LTD,LYTHF,7841,P,01,LC,23191,59320,2022-06-15,2025-03-28,,50,5020,502020,50202010
039039,ANGEL OAK MORTGAGE REIT INC,AOMR,6798,P,01,LC,21367,58328,2021-06-17,E,,40,4020,402040,40204010
039041,DT MIDSTREAM INC,DTM,4922,P,01,LC,21356,58322,2021-07-01,E,,10,1010,101020,10102040
039048,FIRST ADVANTAGE CORP,FA,7389,P,01,LC,21352,58320,2021-06-23,E,,20,2020,202020,20202010
039051,ALPHA TEKNOVA INC,TKNO,2836,P,01,LC,21586,58492,2021-06-25,E,,35,3520,352030,35203010
039053,LIVEVOX HOLDING INC,LVOX,7370,P,01,LC,18549,56675,2021-06-22,2023-12-29,,45,4510,451030,45103010
039054,PLAYSTUDIOS INC,MYPS,7372,P,01,LC,20277,57421,2021-06-22,E,,50,5020,502020,50202020
039056,BLEND LABS INC,BLND,7370,P,01,LC,21624,58519,2021-07-16,E,,45,4510,451030,45103010
039057,MONTE ROSA THERAPEUTICS INC,GLUE,2836,P,01,LC,21543,58453,2021-06-24,E,,35,3520,352010,35201010
039059,COUCHBASE INC,BASE,7370,P,01,LC,21701,58550,2021-07-22,2025-09-30,,45,4510,451020,45102030
